样本编号	批次号	项目代码	捕获芯片	分析范围	捕获率	目标区域平均深度	目标区域覆盖度(%)	测序数据量(M)	重复率	去重复深度	比对(PE)	比对(SE)	插入片段均值	>=2x目标区域覆盖度(%)	>=5x目标区域覆盖度(%)	>=10x目标区域覆盖度(%)	>=20x目标区域覆盖度(%)	>=30x目标区域覆盖度(%)	>=40x目标区域覆盖度(%)	>=50x目标区域覆盖度(%)	>=100x目标区域覆盖度(%)	GC含量	Q20	Q30	"波动值
"
AFR174DZ	b6853auto	NCPCt	NPC116	NPC116	77.61	196.97	99.42	12916	0.0290832286240979	191.1	99.61	0.13	203.643	99.36		99.26	99.19	99.11	99.02	98.88	93.63	49.55	97.96	93.88	
AFQ870	b6850auto	NBAP	NLP	NLP	81.81	3990.55	99.42	4291	0.15408947685777	3281.61	99.65	0.13	197.937	100.0		100.0	100.0	100.0	100.0	100.0	99.98	54.12	97.2	92.33	
AFQ868DZ	b6853auto	NBAP	NLP	NLP	77.7	208.65	99.42	13642	0.0501723157579714	197.89	99.47	0.16	205.329	99.58		99.46	99.38	99.3	99.19	99.03	94.53	50.44	98.16	94.43	
AFQ866	b6850auto	NBAP	NLP	NLP	81.01	6124.56	99.42	6696	0.201696766723469	4698.48	99.68	0.12	202.966	100.0		100.0	100.0	100.0	100.0	100.0	100.0	53.41	97.37	92.76	
AFQ864DZ	b6853auto	NBAP	NLP	NLP	76.98	204.92	99.42	13245	0.0475212549537492	194.86	99.41	0.2	189.966	99.4		99.27	99.21	99.15	99.06	98.91	93.1	51.71	97.83	93.63	
AFR178	b6853auto	NCP980	NPC980	NPC980	60.65	4229.99	99.67	19386	0.271932620511794	2715.41	99.71	0.12	187.742	99.94		99.93	99.92	99.92	99.91	99.9	99.85	47.96	98.0	94.11	
AFR182DZ	b6853auto	NCP980	NPC980	NPC980	55.76	447.79	99.67	2091	0.0208589195981967	434.61	99.48	0.22	175.04	99.91		99.84	99.71	99.6	99.47	99.27	97.31	50.81	97.93	93.92	
AFR232	b6853auto	NCD1	NCDT	NCDT	74.75	5905.58	99.53	37090	0.688768406165909	1335.09	99.59	0.13	191.674	99.98		99.98	99.97	99.97	99.96	99.95	99.92	50.15	97.99	94.09	
AFR232DZ	b6853auto	NCD1	NCDT	NCDT	69.7	960.62	99.53	6370	0.0554194874829966	898.32	99.57	0.15	207.837	99.98		99.94	99.9	99.85	99.78	99.69	98.79	50.3	97.72	93.31	
AFR176	b6853auto	NCP393	NPC980	NPC980	59.77	4191.09	99.67	19210	0.167720598942671	3178.83	99.62	0.15	213.449	99.93		99.93	99.92	99.91	99.9	99.89	99.85	51.07	97.5	92.7	
AFR176DZ	b6853auto	NCP393	NPC980	NPC980	61.85	522.78	99.67	2275	0.0259276056429215	504.4	99.63	0.15	208.981	99.92		99.86	99.79	99.72	99.62	99.51	98.32	51.01	97.59	92.94	
AFR231	b6853auto	NCD1	NCDT	NCDT	75.62	6722.79	99.53	41561	0.780520023048087	951.68	99.63	0.12	187.708	100.0		99.99	99.99	99.99	99.98	99.96	99.93	50.79	98.05	94.25	
AFR231DZ	b6853auto	NCD1	NCDT	NCDT	68.38	866.57	99.53	5849	0.0524250761673934	813.06	99.57	0.15	205.103	99.96		99.92	99.88	99.82	99.74	99.62	98.53	49.98	97.81	93.47	
AFR182	b6853auto	NCP980c	NPC980	NPC980	66.06	14375.72	99.67	59789	0.703168741480422	2135.97	99.58	0.17	187.227	99.94		99.94	99.93	99.92	99.92	99.92	99.9	50.71	97.81	93.84	
AFQ868	b6850auto	NBCW	NT01T	NT01T	79.38	1664.32	99.42	105637	0.195679222805115	1327.45	99.6	0.1	188.508	99.75		99.59	99.54	99.52	99.5	99.49	99.44	51.23	97.71	93.62	
AFQ864	b6850auto	NBCW	NT01T	NT01T	76.62	1539.1	99.42	102667	0.21678109003851	1195.05	99.58	0.12	208.406	99.57		99.4	99.35	99.33	99.31	99.3	99.24	50.18	97.38	92.69	
AFR396	b6857auto	NBAP	NLP	NLP	78.68	6220.95	99.42	7199	0.200491446139595	4802.63	99.72	0.11	238.243	100.0		100.0	100.0	100.0	100.0	100.0	100.0	51.94	97.6	92.62	
AFR398DZ	b6857auto	NBAP	NLP	NLP	77.59	223.06	99.42	14672	0.0436731572170794	213.04	98.95	0.37	206.741	99.37		99.28	99.22	99.16	99.09	99.01	96.78	50.16	97.99	93.83	
AFR400	b6857auto	NBAP	NLP	NLP	67.75	3733.74	99.42	4581	0.14271478172322	3098.05	99.39	0.28	173.172	100.0		100.0	100.0	100.0	100.0	100.0	100.0	51.32	97.94	93.64	
AFR399DZ	b6857auto	NBAP	NLP	NLP	77.28	229.33	99.42	14709	0.0636482438383193	214.32	98.81	0.43	184.23	99.37		99.27	99.23	99.19	99.14	99.05	95.22	51.95	97.94	93.78	
AFR393	b6857auto	NCp2	NPC69	NPC69	75.75	95787.78	99.66	46403	0.94499662803675	2901.2	99.72	0.11	195.687	100.0		100.0	100.0	100.0	100.0	100.0	100.0	43.9	98.4	95.09	
AFR392DZ	b6857auto	NCp2	NPC69	NPC69	70.37	208.7	99.42	14839	0.0274849056759216	202.62	99.37	0.24	188.476	99.59		99.47	99.41	99.35	99.27	99.13	94.3	49.04	97.91	93.57	
AFR394	b6857auto	NCP393	NPC980	NPC980	57.36	4628.53	99.67	21377	0.15254416823907	3592.06	99.57	0.18	205.65	99.93		99.93	99.92	99.92	99.91	99.91	99.86	50.8	97.65	92.84	
AFR394DZ	b6857auto	NCP393	NPC980	NPC980	60.57	501.91	99.67	2246	0.0231597219719364	486.62	99.6	0.16	215.626	99.93		99.86	99.78	99.7	99.6	99.49	98.66	50.2	97.73	93.1	
AFR387	b6857auto	NCP393c	NPC980	NPC980	66.07	15220.59	99.67	63381	0.623199496470866	3187.77	99.6	0.16	183.16	99.97		99.96	99.96	99.96	99.96	99.95	99.94	50.53	98.08	94.19	
AFR387DZ	b6857auto	NCP393c	NPC980	NPC980	54.95	454.82	99.67	2186	0.0212988338929414	441.56	99.39	0.27	188.511	99.95		99.89	99.81	99.7	99.59	99.46	98.33	50.17	97.92	93.64	
AFR392	b6857auto	Ncec	NT01T	NT01T	82.41	1733.12	99.42	107512	0.47116083945967	878.18	99.61	0.12	196.179	99.7		99.59	99.55	99.52	99.5	99.48	99.42	48.97	98.21	94.53	
AFR398	b6857auto	NBCW	NT01T	NT01T	73.84	1636.62	99.42	114268	0.159604724925307	1366.79	99.64	0.1	236.112	99.63		99.43	99.39	99.36	99.34	99.33	99.27	49.24	97.63	92.68	
AFR399	b6857auto	NBCW	NT01T	NT01T	62.68	1201.35	99.42	91221	0.185399760300793	964.4	99.19	0.36	166.031	99.73		99.4	99.32	99.29	99.27	99.26	99.21	49.2	97.79	93.22	
AFR792	b6861auto	NPAP	NST	NST	82.33	14962.49	99.5	22453	0.45987019212414	7149.48	99.72	0.1	202.43	100.0		100.0	100.0	100.0	100.0	100.0	100.0	51.58	98.16	94.27	
AFR794DZ	b6861auto	NPAP	NST	NST	76.03	251.73	99.42	16962	0.0413107393404664	241.09	99.68	0.09	209.819	99.41		99.3	99.25	99.2	99.14	99.07	97.62	49.95	98.02	93.86	
AFR380	b6861auto	NCP980	NPC980	NPC980	59.35	5233.46	99.67	24572	0.26134131810674	3370.05	99.79	0.08	185.303	99.96		99.95	99.95	99.94	99.93	99.93	99.88	48.42	98.26	94.61	
AFR380DZ	b6857auto	NCP980	NPC980	NPC980	57.16	411.41	99.67	1945	0.023489949350884	399.08	99.58	0.18	188.589	99.95		99.88	99.78	99.66	99.51	99.31	97.55	49.25	98.0	93.86	
AFR533	b6859auto	NCP393	NPC980	NPC980	53.59	3818.58	99.67	17764	0.191482304958556	2711.62	99.69	0.12	198.555	99.97		99.95	99.93	99.92	99.91	99.9	99.85	53.3	97.9	93.51	
AFR533DZ	b6859auto	NCP393	NPC980	NPC980	58.56	640.77	99.67	2906	0.0294955271874908	614.61	99.74	0.1	197.829	99.94		99.88	99.81	99.71	99.61	99.52	98.84	50.91	98.2	94.32	
AFR531	b6859auto	NCP393	NPC980	NPC980	60.14	4996.48	99.67	21682	0.215793946057024	3548.09	99.74	0.11	193.606	99.97		99.96	99.95	99.94	99.94	99.93	99.88	51.17	98.2	94.3	
AFR531DZ	b6859auto	NCP393	NPC980	NPC980	59.1	584.29	99.67	2598	0.0284322074280162	561.02	99.73	0.11	187.84	99.94		99.87	99.78	99.67	99.56	99.42	98.36	51.35	98.14	94.16	
AFR795	b6861auto	NCP980	NPC980	NPC980	58.84	3984.28	99.67	16273	0.26061633785751	2411.61	99.73	0.12	175.237	99.94		99.93	99.93	99.92	99.91	99.9	99.83	55.29	97.87	93.72	
AFR796DZ	b6861auto	NCP980	NPC980	NPC980	61.13	540.88	99.67	2354	0.0235999067203218	522.75	99.77	0.09	187.135	99.9		99.84	99.74	99.65	99.54	99.39	98.37	50.93	98.27	94.58	
AFR544	b6859auto	NCP393	NPC980	NPC980	61.18	6202.11	99.67	26096	0.23910076194242	4147.94	99.73	0.11	195.603	99.95		99.93	99.92	99.92	99.91	99.91	99.86	52.27	98.09	94.0	
AFR544DZ	b6859auto	NCP393	NPC980	NPC980	60.52	466.01	99.67	2086	0.0245479006749761	450.84	99.8	0.08	219.541	99.9		99.83	99.69	99.55	99.39	99.22	97.89	50.28	98.11	93.93	
AFR796	b6861auto	NCP980c	NPC980	NPC980	64.28	14918.65	99.67	63919	0.606157959961819	3312.95	99.69	0.12	177.66	99.96		99.94	99.92	99.92	99.92	99.92	99.9	50.58	98.23	94.57	
AFR535	b6859auto	Ncet	NT01T	NT01T	77.92	1545.1	99.42	100672	0.203526192243275	1218.3	99.7	0.07	203.989	99.76		99.6	99.55	99.51	99.5	99.48	99.41	50.26	98.39	94.83	
AFR538DZ	b6859auto	Ncet	NT01T	NT01T	78.2	232.52	99.42	15158	0.0405223883119634	222.84	99.75	0.06	209.393	99.57		99.45	99.37	99.28	99.17	99.02	95.9	50.42	98.23	94.33	
AFR794	b6861auto	NPCW	NT01T	NT01T	77.96	1737.18	99.42	113274	0.234815626771834	1316.36	99.7	0.08	203.96	99.56		99.41	99.36	99.32	99.3	99.27	99.12	49.53	98.06	94.05	
AFR540	b6859auto	NCP980c	NPC980	NPC980	66.52	16119.05	99.67	66592	0.694450683975728	2346.43	99.84	0.06	184.292	99.96		99.96	99.96	99.95	99.95	99.94	99.93	50.62	98.47	95.17	
AFR540DZ	b6859auto	NCP980c	NPC980	NPC980	55.18	412.97	99.67	1920	0.0224128777452862	400.32	99.66	0.15	171.567	99.93		99.84	99.72	99.54	99.33	99.09	96.74	51.33	98.36	94.76	
AFR228	b6853auto	NBAP	NLP	NLP	77.24	5758.43	99.42	6446	0.19044624309816	4468.15	99.58	0.19	186.64	100.0		100.0	100.0	100.0	100.0	100.0	100.0	52.71	97.96	93.97	
AEB591DZ	b6853auto	NBAP	NLP	NLP	53.32	3556.4	99.42	5948	0.198035297777607	2480.97	99.32	0.05	207.883	100.0		100.0	100.0	100.0	100.0	100.0	99.93	51.54	97.48	92.05	
AFR982	b6864auto	NBAP	NLP	NLP	79.43	4215.84	99.42	4841	0.154067916986112	3465.94	99.55	0.15	211.623	100.0		100.0	100.0	100.0	100.0	100.0	100.0	51.45	95.93	89.61	
AFR982DZ	b6864auto	NBAP	NLP	NLP	83.39	1106.33	99.42	1211	0.0698479930789466	1018.49	99.34	0.22	208.927	100.0		100.0	100.0	100.0	99.99	99.98	99.9	51.81	95.81	89.36	
AFR859	b6864auto	NBAP	NLP	NLP	78.95	3337.04	99.42	3829	0.13246137046236	2823.61	99.5	0.19	207.225	100.0		100.0	100.0	100.0	100.0	100.0	100.0	51.85	95.82	89.37	
AFR857DZ	b6864auto	NBAP	NLP	NLP	80.59	172.57	99.42	10771	0.0290344901018621	167.41	99.48	0.15	188.346	99.51		99.42	99.34	99.22	99.0	98.57	87.7	50.79	96.39	90.77	
AFR983	b6864auto	NBAP	NLP	NLP	80.41	4644.6	99.42	5245	0.168801867185	3746.3	99.52	0.17	203.767	100.0		100.0	100.0	100.0	100.0	100.0	100.0	51.61	95.87	89.52	
AFR983DZ	b6864auto	NBAP	NLP	NLP	80.65	818.59	99.42	926	0.061185390569186	761.71	98.6	0.41	203.438	100.0		100.0	100.0	99.99	99.97	99.97	99.83	51.72	95.79	89.34	
AFR843	b6864auto	NCP980	NPC980	NPC980	70.0	4782.23	99.67	18591	0.339756528598402	2675.38	99.53	0.18	193.846	99.97		99.97	99.96	99.95	99.94	99.93	99.89	50.47	95.53	88.79	
AFR844DZ	b6864auto	NCP980	NPC980	NPC980	72.09	370.15	99.67	1466	0.0165095094401687	362.6	99.68	0.11	226.474	99.91		99.8	99.65	99.47	99.29	99.07	97.0	48.75	95.78	89.17	
AFR798	b6861auto	NCP980	NPC980	NPC980	63.94	5101.28	99.67	21522	0.317529125592833	2843.22	99.76	0.09	220.159	99.99		99.97	99.94	99.93	99.91	99.9	99.85	51.36	97.67	92.94	
AFR799DZ	b6864auto	NCP980	NPC980	NPC980	71.79	306.57	99.67	1196	0.0253164900711381	298.03	99.65	0.13	204.753	99.88		99.75	99.6	99.45	99.27	99.0	96.6	49.23	96.17	90.19	
AFR840	b6864auto	NCP980	NPC980	NPC980	71.42	5495.36	99.67	20499	0.467650659424734	2299.09	99.67	0.13	162.233	99.97		99.96	99.95	99.94	99.93	99.92	99.88	50.14	96.73	91.55	
AFR841DZ	b6864auto	NCP980	NPC980	NPC980	73.59	511.65	99.67	1955	0.0252335391396728	496.06	99.58	0.16	200.79	99.92		99.85	99.74	99.63	99.5	99.36	98.43	49.48	95.83	89.38	
AFR846	b6864auto	NCP980	NPC980	NPC980	70.68	4658.24	99.67	17469	0.186388365655694	3511.03	99.57	0.16	197.109	99.93		99.89	99.87	99.86	99.84	99.82	99.75	53.44	95.94	89.77	
AFR846DZ	b6864auto	NCP980	NPC980	NPC980	70.92	532.42	99.67	2068	0.0271373436034538	514.72	99.54	0.17	194.883	99.87		99.79	99.7	99.63	99.54	99.42	98.51	50.3	96.09	90.04	
AFR835	b6861auto	NCP980	NPC980	NPC980	60.93	6434.61	99.67	27188	0.465588274342624	2316.06	99.78	0.09	175.425	99.98		99.96	99.95	99.95	99.94	99.92	99.87	51.62	98.15	94.4	
AFR839DZ	b6864auto	NCP980	NPC980	NPC980	73.47	525.04	99.67	1988	0.0290069889825139	506.77	99.58	0.15	201.554	99.9		99.82	99.74	99.66	99.57	99.47	98.66	50.11	96.02	89.88	
AFR844	b6861auto	NCP980c	NPC980	NPC980	68.45	15586.98	99.67	62605	0.746153524375145	1538.57	99.75	0.09	193.358	99.99		99.97	99.97	99.96	99.96	99.96	99.93	51.1	98.01	94.0	
AFR799	b6861auto	NCP980c	NPC980	NPC980	65.4	16359.29	99.67	67695	0.617883892796925	3279.75	99.68	0.11	179.12	99.96		99.96	99.96	99.95	99.94	99.93	99.92	51.15	98.19	94.46	
AFR841	b6861auto	NCP980c	NPC980	NPC980	63.83	15907.69	99.67	69189	0.618454379134161	3228.63	99.7	0.1	190.794	99.97		99.96	99.96	99.95	99.95	99.95	99.93	50.1	98.14	94.3	
AFR839	b6861auto	NCP980c	NPC980	NPC980	65.66	16389.25	99.67	68615	0.612616693053427	3595.29	99.67	0.11	179.261	99.94		99.94	99.93	99.92	99.92	99.91	99.9	50.44	98.18	94.47	
AFR857	b6864auto	NBCW	NT01T	NT01T	79.49	1319.74	99.42	84659	0.174555676953119	1081.62	99.51	0.15	199.423	99.72		99.57	99.52	99.5	99.48	99.46	99.38	50.32	96.23	90.34	
AFR845	b6866auto	NCPLt	NPC69	NPC69	68.11	2796.23	99.66	1479	0.116528110775433	2396.89	99.76	0.08	199.68	99.88		99.7	99.58	99.52	99.5	99.48	99.31	44.99	98.15	94.28	
AFR845DZ	b6866auto	NCPLt	NPC69	NPC69	73.37	217.32	99.42	14946	0.0328082062048361	209.99	99.68	0.08	199.854	99.39		99.26	99.18	99.1	98.99	98.86	95.54	49.48	98.08	94.1	
AFR980	b6866auto	NBAP	NLP	NLP	78.73	5358.33	99.42	6056	0.165996292289813	4315.78	99.77	0.08	207.691	100.0		100.0	100.0	100.0	100.0	100.0	100.0	52.6	97.95	93.75	
AFR981DZ	b6866auto	NBAP	NLP	NLP	77.8	210.12	99.42	13763	0.0516359846826996	198.55	99.46	0.1	212.591	99.59		99.47	99.38	99.26	99.09	98.84	93.14	49.4	97.55	92.61	
AFS272	b6866auto	NCP393	NPC980	NPC980	60.18	3589.95	99.67	15922	0.239706220073619	2309.01	99.74	0.08	249.333	99.96		99.92	99.91	99.9	99.89	99.88	99.8	51.85	97.19	91.44	
AFS272DZ	b6866auto	NCP393	NPC980	NPC980	61.36	517.88	99.67	2264	0.0265194704014949	499.94	99.67	0.14	199.98	99.91		99.86	99.78	99.67	99.56	99.45	98.64	50.42	97.88	93.56	
